,j1,j2,j3,j4,j5,j6,x,y,z,a,b,c
0,0.00204545454545,53.1429545455,0.00204545454545,0.0027,-51.9255,0.00675,394.001421234,0.0175899736321,350.118085994,-0.00637150297615,-1.21949970557,-179.997695399
1,0.000681818181818,90.0,0.000681818181818,0.0009,-90.0,-8.67361737988e-19,250.000297446,0.00446725309341,564.002975007,0.000681818181818,-0.000681818186335,-179.9991
2,14.6897727273,97.0493181818,-26.0086363636,2.16840434497e-19,-71.0415,14.688,221.028975067,57.9436991158,477.088504782,0.0017727258396,0.000791444352914,179.999792546
3,-16.0786363636,82.4365909091,-46.3002272727,2.16840434497e-19,-36.13725,-16.0785,227.599171853,-65.6012012828,331.200638549,-0.000136361811526,0.000851691879706,-179.999754518
4,-38.6584090909,55.9138636364,-27.6477272727,2.16840434497e-19,-28.265625,-38.65725,250.004292003,-199.993421424,264.009382781,-0.0011590897964,-0.000399322178864,179.999680571
